BurkeLab Nanostat Rev 3.5 Sweep
Index	Current_Amps	Voltage_V	Time_ms
228	-1.5857162476	0.5400000000	9012
229	-1.5857162476	0.5450000000	9051
230	-1.5857162476	0.5500000000	9090
231	-1.5857124329	0.5550000000	9129
232	-1.5857124329	0.5600000000	9168
233	-1.5857086182	0.5650000000	9207
234	-1.5857124329	0.5700000000	9246
235	-1.6000022888	0.5750000000	9285
236	-1.5857162476	0.5800000000	9324
237	3.1285705566	0.5850000000	9363
238	3.1714286804	0.5900000000	9402
239	3.2142868042	0.5950000000	9441
240	3.2428550720	0.6000000000	9480
